File di Test,Funzione di Test,Helper Esterni Utilizzati,Stato Revisione,Note
integration/data_ready/test_base_cases.py,test_data_ready_schedule_rejects_dataset_not_enabled,helpers/data_ready.py -> DATA_READY_DATASETS; helpers/data_ready.py -> DATA_READY_DATASET_NAME; helpers/data_ready.py -> SECOND_DATA_READY_DATASET_NAME; helpers/runtime.py -> TestRuntime; helpers/schedules.py -> build_on_data_ready_schedule(),,
integration/data_ready/test_base_cases.py,test_data_ready_skips_inactive_schedule,helpers/cleanup.py -> CleanupRegistry; helpers/data_ready.py -> DATA_READY_DATASETS; helpers/data_ready.py -> DATA_READY_DATASET_NAME; helpers/data_ready.py -> create_data_ready_user(); helpers/data_ready.py -> create_schedule(); helpers/data_ready.py -> list_schedule_requests(); helpers/data_ready.py -> post_data_ready(); helpers/data_ready.py -> register_data_ready_user_cleanup(); helpers/data_ready.py -> register_schedule_cleanup(); helpers/data_ready.py -> set_schedule_active(); helpers/dataset_window.py -> fetch_dataset_window(); helpers/runtime.py -> TestRuntime; helpers/schedules.py -> build_crontab_schedule(),,
integration/data_ready/test_base_cases.py,test_data_ready_skips_schedule_without_on_data_ready_flag,helpers/cleanup.py -> CleanupRegistry; helpers/data_ready.py -> DATA_READY_DATASETS; helpers/data_ready.py -> DATA_READY_DATASET_NAME; helpers/data_ready.py -> create_data_ready_user(); helpers/data_ready.py -> create_schedule(); helpers/data_ready.py -> list_schedule_requests(); helpers/data_ready.py -> post_data_ready(); helpers/data_ready.py -> register_data_ready_user_cleanup(); helpers/data_ready.py -> register_schedule_cleanup(); helpers/dataset_window.py -> fetch_dataset_window(); helpers/runtime.py -> TestRuntime; helpers/schedules.py -> build_crontab_schedule(),,
integration/data_ready/test_crontab.py,test_data_ready_skips_schedule_when_full_crontab_does_not_match,helpers/cleanup.py -> CleanupRegistry; helpers/data_ready.py -> DATA_READY_DATASETS; helpers/data_ready.py -> DATA_READY_DATASET_NAME; helpers/data_ready.py -> create_data_ready_user(); helpers/data_ready.py -> create_schedule(); helpers/data_ready.py -> list_schedule_requests(); helpers/data_ready.py -> register_data_ready_user_cleanup(); helpers/data_ready.py -> trigger_data_ready_and_wait_accepted(); helpers/dataset_window.py -> fetch_dataset_window(); helpers/runtime.py -> TestRuntime; helpers/schedules.py -> build_crontab_schedule(),,
integration/data_ready/test_crontab.py,test_data_ready_skips_schedule_when_partial_crontab_does_not_match,helpers/cleanup.py -> CleanupRegistry; helpers/data_ready.py -> DATA_READY_DATASETS; helpers/data_ready.py -> DATA_READY_DATASET_NAME; helpers/data_ready.py -> create_data_ready_user(); helpers/data_ready.py -> create_schedule(); helpers/data_ready.py -> list_schedule_requests(); helpers/data_ready.py -> register_data_ready_user_cleanup(); helpers/data_ready.py -> trigger_data_ready_and_wait_accepted(); helpers/dataset_window.py -> fetch_dataset_window(); helpers/runtime.py -> TestRuntime; helpers/schedules.py -> build_crontab_schedule(),,
integration/data_ready/test_periodic.py,test_data_ready_creates_request_when_daily_period_has_elapsed,helpers/cleanup.py -> CleanupRegistry; helpers/data_ready.py -> DATA_READY_DATASETS; helpers/data_ready.py -> DATA_READY_DATASET_NAME; helpers/data_ready.py -> create_data_ready_user(); helpers/data_ready.py -> create_schedule(); helpers/data_ready.py -> create_schedule_request_record(); helpers/data_ready.py -> register_data_ready_user_cleanup(); helpers/data_ready.py -> wait_for_schedule_requests(); helpers/dataset_window.py -> fetch_dataset_window(); helpers/runtime.py -> TestRuntime; helpers/schedules.py -> build_periodic_schedule(),,
integration/data_ready/test_periodic.py,test_data_ready_creates_request_when_two_day_period_has_elapsed,helpers/cleanup.py -> CleanupRegistry; helpers/data_ready.py -> DATA_READY_DATASETS; helpers/data_ready.py -> DATA_READY_DATASET_NAME; helpers/data_ready.py -> create_data_ready_user(); helpers/data_ready.py -> create_schedule_request_record(); helpers/data_ready.py -> register_data_ready_user_cleanup(); helpers/data_ready.py -> wait_for_schedule_requests(); helpers/runtime.py -> TestRuntime,,
integration/data_ready/test_periodic.py,test_data_ready_skips_request_before_two_day_period_elapses,helpers/cleanup.py -> CleanupRegistry; helpers/data_ready.py -> DATA_READY_DATASETS; helpers/data_ready.py -> DATA_READY_DATASET_NAME; helpers/data_ready.py -> create_data_ready_user(); helpers/data_ready.py -> create_schedule_request_record(); helpers/data_ready.py -> register_data_ready_user_cleanup(); helpers/data_ready.py -> wait_for_schedule_requests(); helpers/runtime.py -> TestRuntime,,
integration/data_ready/test_run_mismatch.py,test_data_ready_skips_schedule_for_different_model_dataset,helpers/cleanup.py -> CleanupRegistry; helpers/data_ready.py -> DATA_READY_DATASETS; helpers/data_ready.py -> DATA_READY_DATASET_NAME; helpers/data_ready.py -> SECOND_DATA_READY_DATASET_NAME; helpers/data_ready.py -> create_data_ready_user(); helpers/data_ready.py -> create_schedule(); helpers/data_ready.py -> list_schedule_requests(); helpers/data_ready.py -> post_data_ready(); helpers/data_ready.py -> register_data_ready_user_cleanup(); helpers/data_ready.py -> register_schedule_cleanup(); helpers/dataset_window.py -> fetch_dataset_window(); helpers/runtime.py -> TestRuntime; helpers/schedules.py -> build_crontab_schedule(),,
integration/data_ready/test_run_mismatch.py,test_data_ready_skips_schedule_for_different_runhour,helpers/cleanup.py -> CleanupRegistry; helpers/data_ready.py -> DATA_READY_DATASETS; helpers/data_ready.py -> DATA_READY_DATASET_NAME; helpers/data_ready.py -> create_data_ready_user(); helpers/data_ready.py -> create_schedule(); helpers/data_ready.py -> list_schedule_requests(); helpers/data_ready.py -> post_data_ready(); helpers/data_ready.py -> register_data_ready_user_cleanup(); helpers/data_ready.py -> register_schedule_cleanup(); helpers/dataset_window.py -> fetch_dataset_window(); helpers/runtime.py -> TestRuntime; helpers/schedules.py -> build_crontab_schedule(),,
integration/dataset/test_dataset_authorization.py,test_dataset_endpoints_respect_user_authorizations,helpers/cleanup.py -> CleanupRegistry; helpers/datasets.py -> first_public_dataset_id(),,
integration/dataset/test_dataset_visibility.py,test_dataset_endpoints_expose_public_catalog_without_login,helpers/datasets.py -> first_public_dataset_id(),,
integration/observed/test_observations_auth.py,test_observations_without_complete_reftime_returns_bad_request,Nessuno,,
integration/observed/test_observations_auth.py,test_observations_without_license_returns_bad_request,Nessuno,,
integration/observed/test_observations_filters.py,test_reftime_range_returns_matching_products,Nessuno,,
integration/observed/test_observations_filters.py,test_reftime_with_only_date_to_returns_bad_request,Nessuno,,
integration/observed/test_observations_filters.py,test_reftime_with_only_date_from_returns_bad_request,Nessuno,,
integration/observed/test_observations_filters.py,test_network_filter_returns_matching_products,Nessuno,,
integration/observed/test_observations_filters.py,test_unknown_network_returns_not_found,Nessuno,,
integration/observed/test_observations_filters.py,test_bounding_box_filter_returns_matching_products,Nessuno,,
integration/observed/test_observations_filters.py,test_outside_bounding_box_returns_empty_data,Nessuno,,
integration/observed/test_observations_filters.py,test_product_filter_returns_only_requested_product,Nessuno,,
integration/observed/test_observations_filters.py,test_unknown_product_returns_empty_data,Nessuno,,
integration/observed/test_observations_filters.py,test_combined_filters_return_only_requested_product,Nessuno,,
integration/observed/test_observations_station_details.py,test_only_stations_returns_entries_without_products,Nessuno,,
integration/observed/test_observations_station_details.py,test_station_details_returns_success_for_known_station,Nessuno,,
integration/observed/test_observations_station_details.py,test_station_details_with_unknown_network_returns_not_found,Nessuno,,
integration/observed/test_observations_station_details.py,test_station_details_without_coordinates_returns_bad_request,Nessuno,,
integration/opendata/test_authorization.py,test_private_dataset_endpoints_reject_unauthorized_access,helpers/cleanup.py -> CleanupRegistry,,
integration/opendata/test_authorization.py,test_private_dataset_endpoints_allow_authorized_user,helpers/cleanup.py -> CleanupRegistry,,
integration/opendata/test_download.py,test_dataset_download_unknown_dataset_returns_404,Nessuno,,
integration/opendata/test_download.py,test_dataset_download_rejects_invalid_reftime,helpers/cleanup.py -> CleanupRegistry,,
integration/opendata/test_download.py,test_dataset_download_rejects_invalid_run,helpers/cleanup.py -> CleanupRegistry,,
integration/opendata/test_download.py,test_dataset_download_returns_404_when_no_opendata_exist,helpers/cleanup.py -> CleanupRegistry,,
integration/opendata/test_download.py,test_dataset_download_returns_404_for_unmatched_reftime,helpers/cleanup.py -> CleanupRegistry,,
integration/opendata/test_download.py,test_dataset_download_returns_404_for_unmatched_run,helpers/cleanup.py -> CleanupRegistry,,
integration/opendata/test_download.py,test_dataset_download_returns_404_for_unmatched_reftime_and_run,helpers/cleanup.py -> CleanupRegistry,,
integration/opendata/test_download.py,test_dataset_download_zips_all_results,helpers/cleanup.py -> CleanupRegistry,,
integration/opendata/test_download.py,test_dataset_download_zips_results_filtered_by_reftime,helpers/cleanup.py -> CleanupRegistry,,
integration/opendata/test_download.py,test_dataset_download_zips_results_filtered_by_run,helpers/cleanup.py -> CleanupRegistry,,
integration/opendata/test_download.py,test_dataset_download_returns_single_file_when_query_matches_one_result,helpers/cleanup.py -> CleanupRegistry,,
integration/opendata/test_download.py,test_file_download_unknown_file_returns_404,Nessuno,,
integration/opendata/test_listing_filters.py,test_listing_unknown_dataset_returns_404,Nessuno,,
integration/opendata/test_listing_filters.py,test_listing_filters_by_run_returns_matching_package,helpers/cleanup.py -> CleanupRegistry,,
integration/opendata/test_listing_filters.py,test_listing_filters_by_reftime_returns_matching_package,helpers/cleanup.py -> CleanupRegistry,,
integration/opendata/test_listing_filters.py,test_listing_filters_by_reftime_and_run_can_exclude_results,helpers/cleanup.py -> CleanupRegistry,,
integration/postprocessing/test_error_handling.py,TestPostprocessingErrorHandling.test_unknown_postprocessor_marks_request_as_failure(),helpers/cleanup.py -> CleanupRegistry,,
integration/postprocessing/test_error_handling.py,TestPostprocessingErrorHandling.test_forecast_derived_variables_require_all_inputs(),helpers/cleanup.py -> CleanupRegistry,,
integration/postprocessing/test_error_handling.py,TestPostprocessingErrorHandling.test_forecast_statistic_elaboration_requires_valid_timerange(),helpers/cleanup.py -> CleanupRegistry,,
integration/postprocessing/test_error_handling.py,TestPostprocessingErrorHandling.test_observed_derived_variables_require_all_inputs(),helpers/cleanup.py -> CleanupRegistry; helpers/runtime.py -> TestRuntime,,
integration/postprocessing/test_error_handling.py,TestPostprocessingErrorHandling.test_observed_statistic_elaboration_requires_all_inputs(),helpers/cleanup.py -> CleanupRegistry; helpers/runtime.py -> TestRuntime,,
integration/postprocessing/test_forecast_basic.py,TestForecastBasic.test_simple_forecast_extraction_creates_output(),helpers/cleanup.py -> CleanupRegistry,,
integration/postprocessing/test_forecast_basic.py,TestForecastBasic.test_derived_variables_emit_relhum_2m(),helpers/cleanup.py -> CleanupRegistry,,
integration/postprocessing/test_forecast_basic.py,TestForecastBasic.test_statistic_elaboration_emits_tp_step_range(),helpers/cleanup.py -> CleanupRegistry,,
integration/postprocessing/test_forecast_chaining.py,TestForecastChaining.test_combined_postprocessors_keep_derived_statistic_and_geometry(),helpers/cleanup.py -> CleanupRegistry,,
integration/postprocessing/test_forecast_chaining.py,TestForecastChaining.test_combined_postprocessors_can_export_json_after_spare_point(),helpers/cleanup.py -> CleanupRegistry,,
integration/postprocessing/test_forecast_spatial.py,TestForecastSpatial.test_grid_interpolation_without_template_updates_geometry(),helpers/cleanup.py -> CleanupRegistry,,
integration/postprocessing/test_forecast_spatial.py,TestForecastSpatial.test_grid_interpolation_with_template_reuses_template_geometry(),helpers/cleanup.py -> CleanupRegistry,,
integration/postprocessing/test_forecast_spatial.py,TestForecastSpatial.test_grid_cropping_completes_successfully(),helpers/cleanup.py -> CleanupRegistry,,
integration/postprocessing/test_forecast_spatial.py,TestForecastSpatial.test_spare_point_interpolation_outputs_bufr(),helpers/cleanup.py -> CleanupRegistry,,
integration/postprocessing/test_observed_postprocessing.py,TestObservedPostprocessing.test_simple_observed_extraction_creates_output(),helpers/cleanup.py -> CleanupRegistry; helpers/runtime.py -> TestRuntime,,
integration/postprocessing/test_observed_postprocessing.py,TestObservedPostprocessing.test_observed_derived_variables_create_output(),helpers/cleanup.py -> CleanupRegistry; helpers/runtime.py -> TestRuntime,,
integration/postprocessing/test_observed_postprocessing.py,TestObservedPostprocessing.test_observed_statistic_elaboration_creates_output(),helpers/cleanup.py -> CleanupRegistry; helpers/runtime.py -> TestRuntime,,
integration/postprocessing/test_observed_postprocessing.py,TestObservedPostprocessing.test_combined_observed_postprocessors_export_json(),helpers/cleanup.py -> CleanupRegistry; helpers/runtime.py -> TestRuntime,,
integration/requests/test_delete_pending_request.py,TestDeletePendingRequests.test_delete_request_before_grace_period_returns_200(),helpers/auth.py -> AuthenticatedTestUser; helpers/auth.py -> create_authenticated_test_user(); helpers/auth.py -> register_test_user_cleanup(); helpers/cleanup.py -> CleanupRegistry,,
integration/requests/test_delete_pending_request.py,TestDeletePendingRequests.test_delete_request_within_grace_period_returns_403(),helpers/auth.py -> AuthenticatedTestUser; helpers/auth.py -> create_authenticated_test_user(); helpers/auth.py -> register_test_user_cleanup(); helpers/cleanup.py -> CleanupRegistry,,
integration/requests/test_delete_pending_request.py,TestDeletePendingRequests.test_requests_cleanup_marks_stale_request_as_failure(),helpers/auth.py -> AuthenticatedTestUser; helpers/auth.py -> create_authenticated_test_user(); helpers/auth.py -> register_test_user_cleanup(); helpers/cleanup.py -> CleanupRegistry,,
integration/schedules/test_schedule_opendata_bridge.py,test_on_data_ready_schedule_publishes_opendata_package,helpers/celery_fakes.py -> AcceptTasksWithoutRunningCelery; helpers/cleanup.py -> CleanupRegistry; helpers/data_ready.py -> DATA_READY_DATASETS; helpers/data_ready.py -> DATA_READY_DATASET_NAME; helpers/data_ready.py -> create_data_ready_user(); helpers/data_ready.py -> create_schedule(); helpers/data_ready.py -> register_data_ready_user_cleanup(); helpers/data_ready.py -> register_schedule_cleanup(); helpers/dataset_window.py -> fetch_dataset_window(); helpers/runtime.py -> TestRuntime; helpers/schedules.py -> build_on_data_ready_schedule(),,
integration/schedules/test_schedule_opendata_bridge.py,test_crontab_schedule_publishes_opendata_package,helpers/cleanup.py -> CleanupRegistry; helpers/data_ready.py -> DATA_READY_DATASETS; helpers/data_ready.py -> DATA_READY_DATASET_NAME; helpers/data_ready.py -> create_data_ready_user(); helpers/data_ready.py -> create_schedule(); helpers/data_ready.py -> register_data_ready_user_cleanup(); helpers/data_ready.py -> register_schedule_cleanup(); helpers/dataset_window.py -> fetch_dataset_window(); helpers/runtime.py -> TestRuntime; helpers/schedules.py -> build_crontab_schedule(),,
,,,,
HELPERS,,,,
auth.py,,,,
celery_fakes.py,,,,
cleanup.py,,,,
data_ready.py,,,,
dataset_window.py,,,OK,
datasets.py,,,,
polling.py,,,,
runtime.py,,,,
schedules.py,,,OK,
